timestamp,temperature,ph,tds,turbidity,ph_variance,tds_variance,temperature_variance,turbidity_variance,kh,computed_WQI,maintenance_state,dissolved_oxygen,fish_stress_score,ground_truth_label,label_confidence,is_anomaly,raw_ph,raw_tds,raw_temperature,raw_turbidity,true_ph,true_tds
2026-01-01T01:25:00,23.4,7.02,151,3.0,0.0002,3.5632,0.002625,0.028358,5.99,100.0,Stable,8.38,1.45,NORMAL_STABLE,1.0,0,7.02,151.23869634770665,23.4,3.0,7.02,151.2
2026-01-01T01:30:00,23.4,7.02,151,3.0,0.000502,4.2303,0.013188,0.057695,5.99,100.0,Stable,8.38,1.45,NORMAL_STABLE,1.0,0,7.02,151.23904356992887,23.4,3.0,7.02,151.2
2026-01-01T01:35:00,23.3,7.02,151,2.9,0.000342,1.8273,0.006041,0.020055,5.99,100.0,Stable,8.41,1.45,NORMAL_STABLE,1.0,0,7.02,151.4875266653029,23.3,2.9,7.02,151.5
2026-01-01T01:40:00,23.2,7.02,151,3.2,0.000226,2.4311,0.011564,0.016247,5.99,100.0,Stable,8.37,1.45,NORMAL_STABLE,1.0,0,7.02,151.48787388752515,23.2,3.2,7.02,151.5
2026-01-01T01:45:00,23.1,7.03,151,3.2,4.6e-05,0.8739,0.014961,0.062172,5.99,100.0,Stable,8.39,1.45,NORMAL_STABLE,1.0,0,7.03,151.48822110974737,23.1,3.2,7.03,151.5
2026-01-01T01:50:00,23.2,7.03,151,3.2,0.000323,1.9759,0.006883,0.015727,5.99,100.0,Stable,8.37,1.45,NORMAL_STABLE,1.0,0,7.03,151.4885683319696,23.2,3.2,7.03,151.5
2026-01-01T01:55:00,23.3,7.03,151,3.2,0.000292,1.73,0.01823,0.020072,5.99,100.0,Stable,8.36,1.45,NORMAL_STABLE,1.0,0,7.03,151.4889155541918,23.3,3.2,7.03,151.5
2026-01-01T02:00:00,23.1,7.03,153,3.3,0.000306,2.5804,0.011354,0.026371,5.99,100.0,Stable,8.37,1.45,NORMAL_STABLE,1.0,0,7.03,153.0178801919452,23.1,3.3,7.03,153.0
2026-01-01T02:05:00,23.2,7.03,153,3.2,0.000268,1.2295,0.00935,0.014444,5.99,100.0,Stable,8.37,1.45,NORMAL_STABLE,1.0,0,7.03,153.01822741416743,23.2,3.2,7.03,153.0
2026-01-01T02:10:00,23.2,7.02,153,3.2,0.000394,1.6905,0.016186,0.022071,5.99,100.0,Stable,8.37,1.44,NORMAL_STABLE,1.0,0,7.02,153.01857463638967,23.2,3.2,7.02,153.0
2026-01-01T02:15:00,23.1,7.02,153,3.2,0.000134,2.5695,0.009365,0.035272,5.99,100.0,Stable,8.38,1.44,NORMAL_STABLE,1.0,0,7.02,153.0189218586119,23.1,3.2,7.02,153.0
2026-01-01T02:20:00,23.1,7.02,152,3.2,0.000256,2.2236,0.005384,0.014024,5.99,100.0,Stable,8.4,1.44,NORMAL_STABLE,1.0,0,7.02,152.19825381873892,23.1,3.2,7.02,152.2
2026-01-01T02:25:00,23.1,7.02,152,3.4,0.000512,6.2595,0.019582,0.016697,5.99,100.0,Stable,8.34,1.44,NORMAL_STABLE,1.0,0,7.02,152.19860104096114,23.1,3.4,7.02,152.2
2026-01-01T02:30:00,23.1,7.02,151,3.4,0.000241,2.3867,0.017641,0.023077,5.99,100.0,Stable,8.35,1.44,NORMAL_STABLE,1.0,0,7.02,150.5753202143158,23.1,3.4,7.02,150.6
2026-01-01T02:35:00,23.2,7.01,151,3.4,0.000485,3.5777,0.005933,0.026289,5.99,100.0,Stable,8.35,1.44,NORMAL_STABLE,1.0,0,7.01,150.57566743653805,23.2,3.4,7.01,150.6
2026-01-01T02:40:00,23.2,7.01,151,3.2,0.00016,1.3271,0.006356,0.010846,5.99,100.0,Stable,8.37,1.44,NORMAL_STABLE,1.0,0,7.01,150.57601465876027,23.2,3.2,7.01,150.6
2026-01-01T02:45:00,23.2,7.01,151,3.1,0.000802,1.3323,0.0268,0.013246,5.99,100.0,Stable,8.38,1.44,NORMAL_STABLE,1.0,0,7.01,150.5763618809825,23.2,3.1,7.01,150.6
2026-01-01T02:50:00,23.1,7.01,151,3.0,0.000211,1.8792,0.019291,0.025697,5.99,100.0,Stable,8.42,1.44,NORMAL_STABLE,1.0,0,7.01,150.5767091032047,23.1,3.0,7.01,150.6
2026-01-01T02:55:00,23.1,7.01,151,3.1,0.000239,7.973,0.016564,0.025967,5.99,100.0,Stable,8.41,1.44,NORMAL_STABLE,1.0,0,7.01,150.57705632542692,23.1,3.1,7.01,150.6
2026-01-01T03:00:00,23.1,7.01,151,3.1,0.000363,3.5374,0.013743,0.045144,5.99,100.0,Stable,8.41,1.44,NORMAL_STABLE,1.0,0,7.01,150.57740354764914,23.1,3.1,7.01,150.6
2026-01-01T03:05:00,23.1,7.01,148,3.2,0.000408,0.6757,0.007657,0.012937,5.99,100.0,Stable,8.39,1.44,NORMAL_STABLE,1.0,0,7.01,148.2068787777646,23.1,3.2,7.01,148.2
2026-01-01T03:10:00,23.1,7.01,148,3.2,0.000413,1.3704,0.010914,0.038538,5.99,100.0,Stable,8.39,1.44,NORMAL_STABLE,1.0,0,7.01,148.2072259999868,23.1,3.2,7.01,148.2
2026-01-01T03:15:00,23.1,7.01,148,3.2,0.000312,2.2188,0.014377,0.027371,5.99,100.0,Stable,8.39,1.44,NORMAL_STABLE,1.0,0,7.01,148.20757322220902,23.1,3.2,7.01,148.2
2026-01-01T03:20:00,23.0,7.01,148,3.2,0.000364,1.5873,0.01269,0.015664,5.99,100.0,Stable,8.4,1.44,NORMAL_STABLE,1.0,0,7.01,148.20792044443124,23.0,3.2,7.01,148.2
2026-01-01T03:25:00,23.0,7.01,149,3.2,0.000165,1.3858,0.015306,0.030522,5.99,100.0,Stable,8.4,1.44,NORMAL_STABLE,1.0,0,7.01,148.52795007471383,23.0,3.2,7.01,148.5
2026-01-01T03:30:00,23.0,7.01,149,3.2,0.000332,2.6092,0.012953,0.018947,5.99,100.0,Stable,8.4,1.44,NORMAL_STABLE,1.0,0,7.01,148.52829729693605,23.0,3.2,7.01,148.5
2026-01-01T03:35:00,23.0,7.01,149,3.3,0.000314,0.7015,0.010252,0.029667,5.99,100.0,Stable,8.39,1.44,NORMAL_STABLE,1.0,0,7.01,148.5286445191583,23.0,3.3,7.01,148.5
2026-01-01T03:40:00,23.0,7.01,149,3.4,0.000135,3.2342,0.010888,0.031361,5.98,100.0,Stable,8.37,1.44,NORMAL_STABLE,1.0,0,7.01,148.5289917413805,23.0,3.4,7.01,148.5
2026-01-01T03:45:00,23.1,7.04,149,3.4,0.000147,3.0688,0.010746,0.025985,5.98,100.0,Stable,8.37,1.46,NORMAL_STABLE,1.0,0,7.04,148.52933896360273,23.1,3.4,7.04,148.5
2026-01-01T03:50:00,23.0,7.04,149,3.3,0.000275,5.1146,0.017786,0.015663,5.98,100.0,Stable,8.4,1.46,NORMAL_STABLE,1.0,0,7.04,148.52968618582494,23.0,3.3,7.04,148.5
2026-01-01T03:55:00,22.9,7.05,149,3.3,0.00037,2.8432,0.004298,0.022545,5.98,100.0,Stable,8.4,1.48,NORMAL_STABLE,1.0,0,7.05,149.12989996020488,22.9,3.3,7.05,149.1
2026-01-01T04:00:00,23.1,7.05,149,3.4,0.000371,0.7566,0.01994,0.052623,5.98,100.0,Stable,8.36,1.48,NORMAL_STABLE,1.0,0,7.05,149.13024718242713,23.1,3.4,7.05,149.1
2026-01-01T04:05:00,23.1,7.05,149,3.3,0.000388,2.0219,0.017254,0.023628,5.98,100.0,Stable,8.37,1.48,NORMAL_STABLE,1.0,0,7.05,149.13059440464934,23.1,3.3,7.05,149.1
2026-01-01T04:10:00,23.2,7.05,149,3.4,0.000942,1.9789,0.007965,0.058406,5.98,100.0,Stable,8.33,1.49,NORMAL_STABLE,1.0,0,7.05,149.13094162687156,23.2,3.4,7.05,149.1
2026-01-01T04:15:00,23.2,7.05,149,3.5,0.000341,3.8403,0.012622,0.052819,5.98,100.0,Stable,8.33,1.49,NORMAL_STABLE,1.0,0,7.05,149.36584243329133,23.2,3.5,7.05,149.3
2026-01-01T04:20:00,23.1,7.05,149,3.6,0.000349,2.6817,0.014115,0.045521,5.98,100.0,Stable,8.31,1.49,NORMAL_STABLE,1.0,0,7.05,149.36618965551355,23.1,3.6,7.05,149.3
2026-01-01T04:25:00,23.0,7.05,149,3.6,0.000215,2.5175,0.01402,0.031801,5.98,100.0,Stable,8.34,1.49,NORMAL_STABLE,1.0,0,7.05,149.36653687773577,23.0,3.6,7.05,149.3
2026-01-01T04:30:00,23.0,7.05,149,3.5,0.000207,1.8257,0.002141,0.037912,5.98,100.0,Stable,8.36,1.49,NORMAL_STABLE,1.0,0,7.05,149.366884099958,23.0,3.5,7.05,149.3
2026-01-01T04:35:00,23.0,7.05,149,3.4,0.000645,2.4881,0.021946,0.021056,5.98,100.0,Stable,8.37,1.49,NORMAL_STABLE,1.0,0,7.05,149.36723132218023,23.0,3.4,7.05,149.3
2026-01-01T04:40:00,23.0,7.05,149,3.4,0.000385,4.4094,0.010046,0.00534,5.98,100.0,Stable,8.38,1.49,NORMAL_STABLE,1.0,0,7.05,149.36757854440245,23.0,3.4,7.05,149.3
2026-01-01T04:45:00,22.9,7.05,149,3.3,0.00036,3.2351,0.006091,0.034382,5.98,100.0,Stable,8.4,1.49,NORMAL_STABLE,1.0,0,7.05,149.36792576662467,22.9,3.3,7.05,149.3
2026-01-01T04:50:00,23.0,7.05,150,3.5,0.00016,1.4909,0.006812,0.025589,5.98,100.0,Stable,8.36,1.49,NORMAL_STABLE,1.0,0,7.05,150.18395754706816,23.0,3.5,7.05,150.2
2026-01-01T04:55:00,22.8,7.05,150,3.7,0.000533,3.3947,0.011391,0.037155,5.98,100.0,Stable,8.35,1.49,NORMAL_STABLE,1.0,0,7.05,150.18430476929038,22.8,3.7,7.05,150.2
2026-01-01T05:00:00,22.8,7.05,150,3.7,0.000576,4.1013,0.017505,0.04027,5.98,100.0,Stable,8.36,1.49,NORMAL_STABLE,1.0,0,7.05,150.18465199151262,22.8,3.7,7.05,150.2
2026-01-01T05:05:00,22.7,7.04,150,3.8,0.000193,4.0887,0.018171,0.056773,5.98,100.0,Stable,8.35,1.47,NORMAL_STABLE,1.0,0,7.04,150.18499921373484,22.7,3.8,7.04,150.2
2026-01-01T05:10:00,22.7,7.04,150,4.1,0.000479,4.5075,0.013065,0.010686,5.98,100.0,Stable,8.3,1.47,NORMAL_STABLE,1.0,0,7.04,150.45954764330574,22.7,4.1,7.04,150.4
2026-01-01T05:15:00,22.7,7.04,150,3.9,0.000678,1.5561,0.015002,0.049392,5.98,100.0,Stable,8.32,1.47,NORMAL_STABLE,1.0,0,7.04,150.45989486552796,22.7,3.9,7.04,150.4
2026-01-01T05:20:00,22.8,7.04,150,3.8,0.000148,3.0086,0.022017,0.018871,5.98,100.0,Stable,8.33,1.47,NORMAL_STABLE,1.0,0,7.04,150.46024208775017,22.8,3.8,7.04,150.4
2026-01-01T05:25:00,22.7,7.04,150,3.9,0.000355,1.7047,0.02244,0.048405,5.98,100.0,Stable,8.33,1.47,NORMAL_STABLE,1.0,0,7.04,150.46058930997242,22.7,3.9,7.04,150.4
2026-01-01T05:30:00,22.8,7.05,150,3.8,0.00039,2.1487,0.003715,0.027142,5.98,100.0,Stable,8.33,1.49,NORMAL_STABLE,1.0,0,7.05,150.46093653219464,22.8,3.8,7.05,150.4
2026-01-01T05:35:00,22.7,7.05,150,3.9,0.000263,7.3496,0.009273,0.045232,5.98,100.0,Stable,8.33,1.49,NORMAL_STABLE,1.0,0,7.05,150.46128375441685,22.7,3.9,7.05,150.4
2026-01-01T05:40:00,22.7,7.05,150,4.1,0.000527,3.1807,0.017811,0.005242,5.98,100.0,Stable,8.28,1.49,NORMAL_STABLE,1.0,0,7.05,150.3078010961266,22.7,4.1,7.05,150.3
2026-01-01T05:45:00,22.8,7.07,150,4.1,0.000235,0.8665,0.020622,0.019101,5.98,100.0,Stable,8.27,1.53,NORMAL_STABLE,1.0,0,7.07,150.30814831834883,22.8,4.1,7.07,150.3
2026-01-01T05:50:00,22.8,7.07,150,4.1,0.000512,2.1215,0.00477,0.062246,5.98,100.0,Stable,8.28,1.53,NORMAL_STABLE,1.0,0,7.07,150.30849554057104,22.8,4.1,7.07,150.3
2026-01-01T05:55:00,22.8,7.07,150,4.0,0.000163,1.4159,0.017761,0.038979,5.98,100.0,Stable,8.29,1.53,NORMAL_STABLE,1.0,0,7.07,150.3088427627933,22.8,4.0,7.07,150.3
2026-01-01T06:00:00,22.8,7.07,150,3.8,0.000119,1.3974,0.012595,0.010673,5.97,100.0,Stable,8.32,1.53,NORMAL_STABLE,1.0,0,7.07,150.3091899850155,22.8,3.8,7.07,150.3
2026-01-01T06:05:00,22.9,7.07,150,3.8,0.000224,0.7373,0.025885,0.046912,5.97,100.0,Stable,8.31,1.52,NORMAL_STABLE,1.0,0,7.07,149.5485409999705,22.9,3.8,7.07,149.5
2026-01-01T06:10:00,22.9,7.07,150,4.0,0.000199,2.1678,0.009917,0.019081,5.97,100.0,Stable,8.27,1.52,NORMAL_STABLE,1.0,0,7.07,149.54888822219272,22.9,4.0,7.07,149.5
2026-01-01T06:15:00,22.9,7.07,150,4.2,0.0004,2.2366,0.008178,0.030082,5.97,100.0,Stable,8.24,1.52,NORMAL_STABLE,1.0,0,7.07,149.54923544441493,22.9,4.2,7.07,149.5
2026-01-01T06:20:00,23.0,7.05,150,4.1,0.000223,5.1827,0.01552,0.024789,5.97,100.0,Stable,8.25,1.48,NORMAL_STABLE,1.0,0,7.05,149.54958266663718,23.0,4.1,7.05,149.5
2026-01-01T06:25:00,23.0,7.05,150,4.2,0.000153,1.568,0.025324,0.007882,5.97,100.0,Stable,8.23,1.48,NORMAL_STABLE,1.0,0,7.05,150.28413271882613,23.0,4.2,7.05,150.3
2026-01-01T06:30:00,23.0,7.05,150,4.3,0.00021,1.6104,0.012317,0.041771,5.97,100.0,Stable,8.21,1.48,NORMAL_STABLE,1.0,0,7.05,150.28447994104835,23.0,4.3,7.05,150.3
2026-01-01T06:35:00,23.1,7.05,150,4.4,0.000224,0.9311,0.032729,0.045675,5.97,100.0,Stable,8.18,1.48,NORMAL_STABLE,1.0,0,7.05,150.28482716327056,23.1,4.4,7.05,150.3
2026-01-01T06:40:00,23.0,7.06,150,4.4,0.000154,4.4587,0.01042,0.026879,5.97,100.0,Stable,8.18,1.49,NORMAL_STABLE,1.0,0,7.06,150.28517438549278,23.0,4.4,7.06,150.3
2026-01-01T06:45:00,23.1,7.06,150,4.4,0.000264,2.5821,0.00777,0.028261,5.97,100.0,Stable,8.18,1.49,NORMAL_STABLE,1.0,0,7.06,150.285521607715,23.1,4.4,7.06,150.3
2026-01-01T06:50:00,23.0,7.06,149,4.5,0.000368,1.8419,0.015551,0.04775,5.97,100.0,Stable,8.17,1.49,NORMAL_STABLE,1.0,0,7.06,149.4264964196452,23.0,4.5,7.06,149.4
2026-01-01T06:55:00,23.0,7.06,149,4.6,0.000139,3.8506,0.02674,0.03209,5.97,100.0,Stable,8.15,1.49,NORMAL_STABLE,1.0,0,7.06,149.4268436418674,23.0,4.6,7.06,149.4
2026-01-01T07:00:00,23.0,7.05,149,4.6,0.000365,1.8644,0.01089,0.032717,5.97,100.0,Stable,8.16,1.48,NORMAL_STABLE,1.0,0,7.05,149.42719086408962,23.0,4.6,7.05,149.4
2026-01-01T07:05:00,23.1,7.05,149,4.5,0.000327,2.2516,0.013903,0.020196,5.97,100.0,Stable,8.15,1.48,NORMAL_STABLE,1.0,0,7.05,149.42753808631184,23.1,4.5,7.05,149.4
2026-01-01T07:10:00,23.2,7.05,149,4.7,0.000565,1.9924,0.017472,0.024215,5.97,100.0,Stable,8.11,1.48,NORMAL_STABLE,1.0,0,7.05,149.42788530853406,23.2,4.7,7.05,149.4
2026-01-01T07:15:00,23.2,7.05,151,4.7,0.00026,1.95,0.008097,0.010654,5.97,100.0,Stable,8.11,1.48,NORMAL_STABLE,1.0,0,7.05,151.36948045690787,23.2,4.7,7.05,151.3
2026-01-01T07:20:00,23.3,7.05,151,4.6,0.00037,3.1834,0.02677,0.021905,5.97,100.0,Stable,8.11,1.48,NORMAL_STABLE,1.0,0,7.05,151.3698276791301,23.3,4.6,7.05,151.3
2026-01-01T07:25:00,23.3,7.08,151,4.5,0.000247,2.7098,0.013176,0.038758,5.97,100.0,Stable,8.12,1.55,NORMAL_STABLE,1.0,0,7.08,151.37017490135233,23.3,4.5,7.08,151.3
2026-01-01T07:30:00,23.4,7.08,151,4.5,0.000344,4.0843,0.006129,0.02914,5.97,100.0,Stable,8.11,1.55,NORMAL_STABLE,1.0,0,7.08,151.37052212357455,23.4,4.5,7.08,151.3
2026-01-01T07:35:00,23.3,7.08,151,4.6,0.000266,2.9297,0.012152,0.06639,5.97,100.0,Stable,8.11,1.55,NORMAL_STABLE,1.0,0,7.08,151.37086934579676,23.3,4.6,7.08,151.3
2026-01-01T07:40:00,23.3,7.08,151,4.5,0.000367,3.4541,0.007658,0.026117,5.97,100.0,Stable,8.13,1.55,NORMAL_STABLE,1.0,0,7.08,151.37121656801898,23.3,4.5,7.08,151.3
2026-01-01T07:45:00,23.5,7.08,151,4.4,0.000485,2.5137,0.015533,0.018944,5.97,100.0,Stable,8.11,1.55,NORMAL_STABLE,1.0,0,7.08,151.37156379024123,23.5,4.4,7.08,151.3
2026-01-01T07:50:00,23.5,7.06,151,4.4,0.000171,0.8904,0.002486,0.017518,5.97,100.0,Stable,8.1,1.5,NORMAL_STABLE,1.0,0,7.06,151.05786745168075,23.5,4.4,7.06,151.0
2026-01-01T07:55:00,23.7,7.06,151,4.5,0.000227,1.5876,0.017253,0.047924,5.97,100.0,Stable,8.07,1.5,NORMAL_STABLE,1.0,0,7.06,151.05821467390297,23.7,4.5,7.06,151.0
2026-01-01T08:00:00,23.4,7.06,151,4.5,0.000342,4.0592,0.009818,0.051977,5.97,100.0,Stable,8.11,1.5,NORMAL_STABLE,1.0,0,7.06,151.05856189612518,23.4,4.5,7.06,151.0
2026-01-01T08:05:00,23.4,7.06,151,4.5,0.000231,1.9607,0.015998,0.066531,5.97,100.0,Stable,8.12,1.49,NORMAL_STABLE,1.0,0,7.06,151.0589091183474,23.4,4.5,7.06,151.0
2026-01-01T08:10:00,23.5,7.06,151,4.5,0.00023,1.6822,0.015633,0.042188,5.97,100.0,Stable,8.09,1.5,NORMAL_STABLE,1.0,0,7.06,151.05925634056962,23.5,4.5,7.06,151.0
2026-01-01T08:15:00,23.6,7.07,151,5.0,0.000285,1.5266,0.00625,0.037801,5.97,100.0,Stable,8.0,1.52,NORMAL_STABLE,1.0,0,7.07,151.05960356279186,23.6,5.0,7.07,151.0
2026-01-01T08:20:00,23.4,7.07,151,5.2,0.000435,3.3794,0.021484,0.043046,5.97,99.65,Stable,7.99,1.52,NORMAL_STABLE,1.0,0,7.07,151.05995078501408,23.4,5.2,7.07,151.0
2026-01-01T08:25:00,23.4,7.07,151,5.4,0.000678,3.8602,0.012864,0.05075,5.96,99.27,Stable,7.95,1.52,NORMAL_STABLE,1.0,0,7.07,151.0602980072363,23.4,5.4,7.07,151.0
2026-01-01T08:30:00,23.5,7.07,151,6.0,0.000276,5.3234,0.035379,0.021441,5.96,98.03,Stable,7.82,1.52,NORMAL_STABLE,1.0,0,7.07,151.2876718371764,23.5,6.0,7.07,151.3
2026-01-01T08:35:00,23.6,7.07,151,5.9,0.000206,1.6757,0.033312,0.020019,5.96,98.11,Stable,7.82,1.52,NORMAL_STABLE,1.0,0,7.07,151.2880190593986,23.6,5.9,7.07,151.3
2026-01-01T08:40:00,23.7,7.07,151,5.8,0.000525,2.3095,0.012477,0.040715,5.96,98.49,Stable,7.84,1.52,NORMAL_STABLE,1.0,0,7.07,151.28836628162082,23.7,5.8,7.07,151.3
2026-01-01T08:45:00,23.6,7.07,151,5.7,0.000806,1.8269,0.032485,0.036704,5.96,98.66,Stable,7.87,1.52,NORMAL_STABLE,1.0,0,7.07,151.28871350384307,23.6,5.7,7.07,151.3
2026-01-01T08:50:00,23.6,7.06,151,5.6,0.000386,3.544,0.013289,0.035929,5.96,98.87,Stable,7.89,1.5,NORMAL_STABLE,1.0,0,7.06,151.2890607260653,23.6,5.6,7.06,151.3
2026-01-01T08:55:00,23.5,7.06,152,5.6,0.000283,2.1553,0.010644,0.018154,5.96,98.71,Stable,7.89,1.5,NORMAL_STABLE,1.0,0,7.06,152.23785787355595,23.5,5.6,7.06,152.2
2026-01-01T09:00:00,23.6,7.06,152,5.7,0.000237,2.6276,0.018408,0.02113,5.96,98.51,Stable,7.85,1.5,NORMAL_STABLE,1.0,0,7.06,152.23820509577817,23.6,5.7,7.06,152.2
2026-01-01T09:05:00,23.6,7.06,152,5.5,0.000156,2.9752,0.008542,0.020551,5.96,98.94,Stable,7.89,1.5,NORMAL_STABLE,1.0,0,7.06,152.2385523180004,23.6,5.5,7.06,152.2
2026-01-01T09:10:00,23.7,7.06,152,5.4,0.000663,2.8773,0.016567,0.030956,5.96,99.18,Stable,7.9,1.5,NORMAL_STABLE,1.0,0,7.06,152.23889954022263,23.7,5.4,7.06,152.2
2026-01-01T09:15:00,23.8,7.07,152,5.3,0.000579,2.6166,0.008594,0.031568,5.96,99.41,Stable,7.91,1.52,NORMAL_STABLE,1.0,0,7.07,152.23924676244485,23.8,5.3,7.07,152.2
2026-01-01T09:20:00,23.7,7.07,152,5.6,0.000465,2.5546,0.012673,0.010562,5.96,98.85,Stable,7.86,1.52,NORMAL_STABLE,1.0,0,7.07,151.8177667655313,23.7,5.6,7.07,151.8
2026-01-01T09:25:00,23.9,7.07,152,5.8,0.000238,4.8432,0.010706,0.030601,5.96,98.34,Stable,7.8,1.52,NORMAL_STABLE,1.0,0,7.07,151.81811398775352,23.9,5.8,7.07,151.8
2026-01-01T09:30:00,24.0,7.07,152,5.8,0.000187,2.96,0.025577,0.025395,5.96,98.47,Stable,7.79,1.52,NORMAL_STABLE,1.0,0,7.07,151.81846120997574,24.0,5.8,7.07,151.8
2026-01-01T09:35:00,23.8,7.07,152,5.8,0.000238,0.6631,0.009229,0.033145,5.96,98.32,Stable,7.81,1.52,NORMAL_STABLE,1.0,0,7.07,151.81880843219795,23.8,5.8,7.07,151.8
2026-01-01T09:40:00,23.9,7.07,152,5.7,0.00064,1.2318,0.014688,0.025317,5.96,98.66,Stable,7.82,1.52,NORMAL_STABLE,1.0,0,7.07,151.8810110714413,23.9,5.7,7.07,151.8
2026-01-01T09:45:00,23.9,7.06,152,5.5,0.00031,4.0756,0.011094,0.032926,5.96,99.09,Stable,7.86,1.5,NORMAL_STABLE,1.0,0,7.06,151.8813582936635,23.9,5.5,7.06,151.8
2026-01-01T09:50:00,23.9,7.06,152,5.3,0.000635,3.062,0.037816,0.01633,5.96,99.47,Stable,7.89,1.5,NORMAL_STABLE,1.0,0,7.06,151.88170551588573,23.9,5.3,7.06,151.8
2026-01-01T09:55:00,24.0,7.06,152,5.3,0.000228,3.4569,0.007076,0.019503,5.96,99.31,Stable,7.86,1.51,NORMAL_STABLE,1.0,0,7.06,151.88205273810794,24.0,5.3,7.06,151.8
2026-01-01T10:00:00,24.0,7.06,152,5.1,0.00012,2.8722,0.009166,0.073065,5.96,99.78,Stable,7.91,1.5,NORMAL_STABLE,1.0,0,7.06,151.88239996033016,24.0,5.1,7.06,151.8
2026-01-01T10:05:00,24.1,7.05,152,5.2,0.000234,1.502,0.01049,0.029311,5.96,99.58,Stable,7.87,1.49,NORMAL_STABLE,1.0,0,7.05,151.8827471825524,24.1,5.2,7.05,151.8
